reporter_iso,reporter_name,partner_iso,partner_name,section_code,section_name,imp_rank_seccode_5yr,imp_rank_seccode_5yr,imp_sum_seccode_5yr,exp_sum_seccode_5yr
nld,Netherlands,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",51,10,55046442,1491370339
nld,Netherlands,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",38,10,76592153,295412962
nld,Netherlands,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,25,6,70568382,181833318
nld,Netherlands,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",18,6,441758693,10486599308
nld,Netherlands,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",38,8,115834738,1827097153
nld,Netherlands,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",10,3,67319753,2438566724
nld,Netherlands,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",39,14,18100033,145623144
nld,Netherlands,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",33,12,107811784,2324400414
nld,Netherlands,rus,Russian Federation,20,Miscellaneous manufactured articles,28,9,24880726,703644185
nld,Netherlands,rus,Russian Federation,11,Textile and textile articles,37,15,8652592,549445850
nld,Netherlands,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",40,29,3366107,3999401
nld,Netherlands,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",27,18,1417423,74927937
nld,Netherlands,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",28,12,481509,6896148
nld,Netherlands,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",26,15,3116980,66090552
nzl,New Zealand,rus,Russian Federation,05,Mineral products,56,61,1094987319,1821908
nzl,New Zealand,rus,Russian Federation,06,Product of the chemicals or allied industries,114,78,12918835,6216880
nzl,New Zealand,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",69,71,10643568,38134
nzl,New Zealand,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",69,55,6804292,58658181
nzl,New Zealand,rus,Russian Federation,11,Textile and textile articles,52,81,3899560,257788
nzl,New Zealand,rus,Russian Federation,19,"Arms and ammunition, parts and accessories thereof",28,29,1053000,25059
nzl,New Zealand,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",116,83,938134,6625
nzl,New Zealand,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",81,47,1010537,18808935
nzl,New Zealand,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",73,68,1282258,246961
nzl,New Zealand,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",89,62,5857786,22851211
nzl,New Zealand,rus,Russian Federation,15,Base metals and articles of base metal,114,65,2858225,8332764
nzl,New Zealand,rus,Russian Federation,99,NA,81,68,90144,76315
nzl,New Zealand,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",92,71,1659976,1928518
nzl,New Zealand,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",51,42,256159,7078798
nzl,New Zealand,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",21,39,721706,101282
nzl,New Zealand,rus,Russian Federation,20,Miscellaneous manufactured articles,74,70,553844,355671
nzl,New Zealand,rus,Russian Federation,02,Vegetable products,129,56,95768,62635645
nzl,New Zealand,rus,Russian Federation,01,Live animals and animal products,73,7,1533993,631171863
nzl,New Zealand,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",105,77,1074353,580771
nzl,New Zealand,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,61,53,1275761,335744
nzl,New Zealand,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",64,70,105955,4538
nzl,New Zealand,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",79,58,11157,375080
nic,Nicaragua,rus,Russian Federation,06,Product of the chemicals or allied industries,69,103,143214735,1208
nic,Nicaragua,rus,Russian Federation,02,Vegetable products,60,61,119144194,42391594
nic,Nicaragua,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",73,97,6872402,28688
nic,Nicaragua,rus,Russian Federation,15,Base metals and articles of base metal,111,80,3528044,531251
nic,Nicaragua,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",78,98,3410841,4580
nic,Nicaragua,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",81,103,619112,0
nic,Nicaragua,rus,Russian Federation,20,Miscellaneous manufactured articles,70,112,735784,0
nic,Nicaragua,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",106,120,2161089,1453
nic,Nicaragua,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",127,105,217138,209
nic,Nicaragua,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",104,111,150790,0
nic,Nicaragua,rus,Russian Federation,11,Textile and textile articles,118,77,20132,683233
nic,Nicaragua,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",101,85,472231,6210
nic,Nicaragua,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",78,90,2046,0
nic,Nicaragua,rus,Russian Federation,99,NA,97,98,15655,0
nic,Nicaragua,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",141,93,19271,677354
nic,Nicaragua,rus,Russian Federation,01,Live animals and animal products,131,55,0,11176177
ner,Niger,rus,Russian Federation,05,Mineral products,106,81,8715655,122414
ner,Niger,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",129,114,72620,0
ner,Niger,rus,Russian Federation,01,Live animals and animal products,107,113,33955,0
ner,Niger,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",118,105,48160,0
ner,Niger,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",127,101,132900,16039
ner,Niger,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",136,119,203715,1533
ner,Niger,rus,Russian Federation,19,"Arms and ammunition, parts and accessories thereof",68,36,13752,0
ner,Niger,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",134,100,8509,2243
nga,Nigeria,rus,Russian Federation,02,Vegetable products,5,78,1806644124,10309017
nga,Nigeria,rus,Russian Federation,06,Product of the chemicals or allied industries,56,90,305847474,135910
nga,Nigeria,rus,Russian Federation,05,Mineral products,54,84,1175764769,87107
nga,Nigeria,rus,Russian Federation,01,Live animals and animal products,10,74,521683480,479999
nga,Nigeria,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",44,116,61759233,0
nga,Nigeria,rus,Russian Federation,15,Base metals and articles of base metal,71,86,214585806,222851
nga,Nigeria,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",83,87,3600407,2310591
nga,Nigeria,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",87,87,6427022,667544
nga,Nigeria,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",86,78,2061315,11750
nga,Nigeria,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",59,65,16983054,3736722
nga,Nigeria,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",103,92,815204,30345
nga,Nigeria,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",80,90,1061642,54579
nga,Nigeria,rus,Russian Federation,11,Textile and textile articles,66,98,1682668,22299
nga,Nigeria,rus,Russian Federation,99,NA,57,30,1036450,11421019
nor,Norway,rus,Russian Federation,05,Mineral products,43,33,2362176388,45350478
nor,Norway,rus,Russian Federation,15,Base metals and articles of base metal,22,34,2201512570,217520963
nor,Norway,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,3,38,1009770041,1840653
nor,Norway,rus,Russian Federation,99,NA,13,18,720962318,139134205
nor,Norway,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",20,48,367703988,38604511
nor,Norway,rus,Russian Federation,06,Product of the chemicals or allied industries,48,53,412404212,51883800
